#stable_id	start	end	strand	biotype	description
MRA_0408	481665	484541	-1	protein_coding	transmembrane transport protein MmpL1
MRA_0409	484538	484966	-1	protein_coding	putative conserved membrane protein MmpS1
MRA_0410	485287	487044	1	protein_coding	fatty-acid-CoA ligase FadD30
MRA_0411	487041	491249	1	protein_coding	membrane bound polyketide synthase Pks6
MRA_0412	491197	492015	-1	protein_coding	beta lactamase like protein
MRA_0413	492093	493103	1	protein_coding	putative f420-dependent glucose-6-phosphate dehydrogenase Fgd1
MRA_0414	493096	495168	1	protein_coding	phosphate acetyltransferase
MRA_0415	495161	496318	1	protein_coding	acetate/propionate kinase
MRA_0416	496372	498624	-1	protein_coding	serine/threonine protein kinase
MRA_0417	498624	499610	-1	protein_coding	amino acid ABC transporter substrate-binding protein
MRA_0418	499610	500929	-1	protein_coding	putative conserved membrane protein
MRA_0419	501023	501676	1	protein_coding	putative mutator protein MutT3
MRA_0420	501660	502328	-1	protein_coding	thiamine-phosphate pyrophosphorylase
MRA_0421	502458	503480	1	protein_coding	putative amino acid oxidase flavoprotein ThiO
MRA_0422	503477	503683	1	protein_coding	sulfur carrier protein ThiS
MRA_0423	503676	504434	1	protein_coding	thiazole synthase
MRA_0424	504806	506308	1	protein_coding	putative lipoprotein aminopeptidase LpqL
MRA_0425	506396	507892	1	protein_coding	putative lipoprotein peptidase LpqM
MRA_0426	507871	508281	-1	protein_coding	putative transmembrane protein
MRA_0427	508442	509071	-1	protein_coding	hypothetical protein
MRA_0428	509068	509865	-1	protein_coding	phosphomethylpyrimidine kinase
MRA_0429	509892	511535	-1	protein_coding	thiamine biosynthesis protein
MRA_0429A	511687	511962	-1	protein_coding	hypothetical protein
MRA_0430	512012	516631	-1	protein_coding	metal cation transporting P-type ATPase CtpH
MRA_0431	516683	517126	-1	protein_coding	hypothetical protein
MRA_0432	517327	518202	-1	protein_coding	exodeoxyribonuclease III
MRA_0433	518205	519113	-1	protein_coding	hypothetical protein
MRA_0434	519113	519706	-1	protein_coding	peptide deformylase
MRA_0435	520043	520351	1	protein_coding	hypothetical protein
MRA_0436	520383	520877	1	protein_coding	tuberculin related peptide
MRA_0437	520910	521632	1	protein_coding	superoxide dismutase
MRA_0438	521634	522764	1	protein_coding	hypothetical protein
MRA_0439	522824	523477	1	protein_coding	hypothetical protein
MRA_0440	523657	525843	-1	protein_coding	putative cell division control protein
MRA_0441	525840	526700	-1	protein_coding	CDP-diacylglycerol--serine O-phosphatidyltransferase
MRA_0442	526697	527392	-1	protein_coding	phosphatidylserine decarboxylase
MRA_0443	527453	528670	-1	protein_coding	molybdopterin biosynthesis protein MoeA2
MRA_0444	528689	529624	-1	protein_coding	putative dehydrogenase/reductase
MRA_0445	529918	531540	1	protein_coding	chaperonin GroEL
MRA_0446	531606	532034	-1	protein_coding	hypothetical protein
MRA_0447	532061	533524	-1	protein_coding	PPE family protein
MRA_0448	533706	534221	1	protein_coding	hypothetical protein
MRA_0449	534401	535099	-1	protein_coding	hypothetical protein
MRA_0450	535143	535706	-1	protein_coding	RNA polymerase sigma-70 factor
MRA_0451	535755	536525	-1	protein_coding	hypothetical protein
MRA_0452	536534	537817	-1	protein_coding	cyclopropane-fatty-acyl-phospholipid synthase UfaA1
MRA_0453	537814	538479	-1	protein_coding	hypothetical protein
MRA_0454	538539	539858	-1	protein_coding	hypothetical protein
MRA_0455	539898	542801	-1	protein_coding	transmembrane transport protein MmpL4
MRA_0456	542798	543220	-1	protein_coding	putative conserved membrane protein MmpS4
MRA_0457	543452	544162	1	protein_coding	putative transcriptional regulatory protein
MRA_0458	544505	546040	1	protein_coding	PPE family protein
MRA_0459	546046	546600	-1	protein_coding	hypothetical protein
MRA_0460	546685	547131	-1	protein_coding	hypothetical protein
MRA_0461	547199	548113	-1	protein_coding	enoyl-CoA hydratase EchA2
MRA_0462	548386	548667	-1	protein_coding	hypothetical protein
MRA_0463	548896	550917	-1	protein_coding	prolyl oligopeptidase family protein
MRA_0464	550985	552508	1	protein_coding	putative aldehyde dehydrogenase
MRA_0465	552508	552999	1	protein_coding	hypothetical protein
MRA_0466	553059	553298	1	protein_coding	hypothetical protein
MRA_0467	553336	553860	1	protein_coding	hypothetical protein
MRA_0468	553924	555318	1	protein_coding	dihydrolipoamide dehydrogenase Lpd
MRA_0469	555326	555619	1	protein_coding	putative conserved membrane protein
MRA_0470	555623	556195	-1	protein_coding	hypothetical protein
MRA_0471	556192	557616	-1	protein_coding	putative transcriptional regulatory protein
MRA_0472	557768	558562	1	protein_coding	hypothetical protein
MRA_0473	558837	560123	1	protein_coding	isocitrate lyase Icl
MRA_0474	560205	561065	1	protein_coding	3-hydroxybutyryl-CoA dehydrogenase
MRA_0475	561198	562058	1	protein_coding	putative mycolic acid synthase UmaA
MRA_0476	562158	563021	-1	protein_coding	mycolic acid synthase PcaA
MRA_0477	563164	563604	-1	protein_coding	hypothetical protein
MRA_0478	563535	564023	-1	protein_coding	hypothetical protein
MRA_0479	564033	564737	-1	protein_coding	TetR-family transcriptional regulator
MRA_0480	564874	566244	1	protein_coding	hypothetical protein
MRA_0481	566331	566753	1	protein_coding	PbsX family transcriptional regulator
MRA_0482	567107	567706	1	protein_coding	iron-regulated heparin binding hemagglutinin Hbha
MRA_0483	567818	568081	1	protein_coding	putative conserved transmembrane protein
MRA_0484	568086	568532	1	protein_coding	putative conserved secreted protein
MRA_0485	568532	569206	1	protein_coding	deoxyribose-phosphate aldolase
MRA_0486	569231	570277	-1	protein_coding	putative conserved membrane protein
MRA_0487	570274	571116	-1	protein_coding	carbon-nitrogen hydrolase family protein
MRA_0488	571298	571822	-1	protein_coding	hypothetical protein
MRA_0489	571849	572958	1	protein_coding	UDP-N-acetylenolpyruvoylglucosamine reductase
MRA_0490	573020	574375	1	protein_coding	putative conserved lipoprotein LprQ
MRA_0491	574356	575111	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_0492	575294	576610	1	protein_coding	NagC-related protein
MRA_0493	576658	578100	1	protein_coding	glycosyl transferase
MRA_0494	578097	578648	1	protein_coding	hypothetical protein
MRA_0495	578974	579579	1	protein_coding	putative integral membrane protein
MRA_0496	579736	580485	1	protein_coding	phosphoglyceromutase
MRA_0497	580659	581891	1	protein_coding	putative two component sensor histidine kinase SenX3
MRA_0498	582119	582802	1	protein_coding	two component sensory transduction protein RegX3
MRA_0499	582799	584688	-1	protein_coding	GMC-type oxidoreductase
MRA_0499A	584685	585014	-1	protein_coding	hypothetical protein
MRA_0500	585011	586000	-1	protein_coding	hypothetical protein
MRA_0501	586005	586733	1	protein_coding	GntR family transcriptional regulator
MRA_0502	586734	587624	-1	protein_coding	hypothetical protein
MRA_0503	587704	588690	1	protein_coding	hypothetical protein
MRA_0504	588687	589619	1	protein_coding	putative conserved transmembrane protein
MRA_0505	589635	590477	1	protein_coding	hypothetical protein
MRA_0506	590493	591368	1	protein_coding	conserved hypothetical protein
MRA_0507	591393	592280	1	protein_coding	pyrroline-5-carboxylate reductase
MRA_0508	592421	592657	1	protein_coding	conserved hypothetical protein
MRA_0509	592964	594094	1	protein_coding	NAD-dependent epimerase/dehydratase family protein
MRA_0510	594101	595177	1	protein_coding	conserved hypothetical protein
MRA_0511	595181	596089	-1	protein_coding	cyclopropane-fatty-acyl-phospholipid synthase 2
MRA_0512	596112	596612	-1	protein_coding	hypothetical protein
MRA_0513	596774	597895	-1	protein_coding	putative phosphoserine phosphatase SerB1
MRA_0514	598069	598512	1	protein_coding	putative conserved membrane protein MmpS2
MRA_0515	598509	601415	1	protein_coding	transmembrane transport protein MmpL2
MRA_0515A	601408	601701	1	protein_coding	hypothetical protein
MRA_0516	601751	603157	1	protein_coding	glutamyl-tRNA reductase
MRA_0517	603167	604096	1	protein_coding	porphobilinogen deaminase
MRA_0518	604129	605826	1	protein_coding	uroporphyrin-III C-methyltransferase/uroporphyrinogen-III synthase
MRA_0519	605912	606901	1	protein_coding	delta-aminolevulinic acid dehydratase
MRA_0520	606914	607462	1	protein_coding	putative conserved transmembrane protein
MRA_0521	607459	607758	1	protein_coding	putative transmembrane protein
MRA_0522	607861	609372	1	protein_coding	conserved 13E12 repeat family protein
MRA_0523	609369	609845	-1	protein_coding	hypothetical protein
MRA_0524	610056	611366	1	protein_coding	putative membrane acyltransferase
MRA_0525	611498	612193	1	protein_coding	putative exported protein
MRA_0526	612482	613384	-1	protein_coding	putative conserved membrane protein
MRA_0527	613565	613915	1	protein_coding	putative methyltransferase/methylase
MRA_0528	613908	614213	1	protein_coding	hypothetical protein
MRA_0529	614348	615652	1	protein_coding	gaba permease GabP
MRA_0530	615636	616031	-1	protein_coding	hypothetical protein
MRA_0531	616145	617533	1	protein_coding	glutamate-1-semialdehyde aminotransferase
MRA_0532	617533	618141	1	protein_coding	conserved hypothetical protein
MRA_0533	618156	618806	1	protein_coding	putative thioredoxin protein
MRA_0534	618803	619582	1	protein_coding	putative cytochrome C biogenesis protein
MRA_0535	619615	621204	1	protein_coding	putative conserved transmembrane protein
MRA_0536	621201	622175	1	protein_coding	cytochrome c assembly family protein
MRA_0537	622217	623434	1	protein_coding	hypothetical protein
MRA_0538	623639	623956	1	protein_coding	putative conserved membrane protein
MRA_0539	624103	625887	1	protein_coding	PE-PGRS family protein
MRA_0540	625783	626790	-1	protein_coding	3-oxoacyl-(acyl-carrier-protein) synthase 3 FabH
MRA_0541	626872	627750	-1	protein_coding	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MRA_0542	627767	628561	1	protein_coding	5'-methylthioadenosine phosphorylase
MRA_0543	628558	629598	1	protein_coding	NAD-dependent epimerase/dehydratase family protein
MRA_0544	629608	631041	-1	protein_coding	putative integral membrane protein
MRA_0545	631350	632996	1	protein_coding	putative conserved membrane protein
MRA_0546	633029	633685	1	protein_coding	glycosyl transferase
MRA_0547	633682	634344	1	protein_coding	hypothetical protein
MRA_0548	634365	635714	-1	protein_coding	putative conserved integral membrane protein
MRA_0549	635726	636814	-1	protein_coding	O-succinylbenzoic acid--CoA ligase
MRA_0550	636883	637185	-1	protein_coding	hypothetical protein
MRA_0551	637245	637523	-1	protein_coding	putative conserved transmembrane protein
MRA_0552	637520	638773	-1	protein_coding	low-affinity inorganic phosphate transporter integral membrane protein PitA
MRA_0553	638893	639279	-1	protein_coding	hypothetical protein
MRA_0554	639342	640349	-1	protein_coding	putative oxidoreductase
MRA_0555	640322	641266	-1	protein_coding	naphthoate synthase
MRA_0556	641538	641951	-1	protein_coding	hypothetical protein
MRA_0557	641948	642214	-1	protein_coding	hypothetical protein
MRA_0558	642406	644121	-1	protein_coding	fatty-acid-CoA ligase FadD8
MRA_0559	644199	645803	1	protein_coding	hypothetical protein
MRA_0560	645800	646780	1	protein_coding	O-succinylbenzoate synthase
MRA_0561	646777	647565	1	protein_coding	putative bromoperoxidase
MRA_0562	647608	649272	1	protein_coding	2-oxoglutarate decarboxylase
MRA_0563	649269	649784	1	protein_coding	putative conserved transmembrane protein
MRA_0564	649846	650982	1	protein_coding	Mannosyltransferase PimB
MRA_0565	650999	651703	1	protein_coding	ubiquinone/menaquinone biosynthesis methyltransferase
MRA_0566	651717	652055	-1	protein_coding	putative conserved secreted protein
MRA_0567	652089	652814	-1	protein_coding	putative benzoquinone methyltransferase
MRA_0568	652839	654065	-1	protein_coding	putative oxidoreductase
MRA_0569	654081	655088	1	protein_coding	putative polyprenyl-diphosphate synthase GrcC1
MRA_0570	655189	656049	1	protein_coding	heat shock protein HtpX
MRA_0571	656234	657259	-1	protein_coding	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
MRA_0572	657320	658780	-1	protein_coding	putative monooxygenase
MRA_0573	658858	659349	-1	protein_coding	hypothetical protein
MRA_t05	659419	659499	1	tRNA	-
MRA_0574	659631	660650	1	protein_coding	tetracenpmycin polyketide synthesis 8-o-methyltransferase
MRA_0575	660760	662178	1	protein_coding	putative cytochrome p450 135B1 Cyp135B1
MRA_0576	662313	662579	1	protein_coding	hypothetical protein
MRA_0577	662605	664683	1	protein_coding	putative ribonucleoside-diphosphate reductase subunit alpha
MRA_0578	664797	666128	-1	protein_coding	hypothetical protein
MRA_0579	666352	666693	-1	protein_coding	hypothetical protein
MRA_0580	667161	668552	-1	protein_coding	nicotinate phosphoribosyltransferase
MRA_0581	668562	669704	-1	protein_coding	conserved hypothetical protein
MRA_0582	669889	671055	-1	protein_coding	hypothetical protein
MRA_0583	671158	672462	1	protein_coding	ArsR family transcriptional regulator
MRA_0584	672476	673261	1	protein_coding	conserved hypothetical protein
MRA_0585	673306	677226	-1	protein_coding	PE-PGRS family protein
MRA_0586	677548	678306	1	protein_coding	hypothetical protein
MRA_0587	678435	678926	-1	protein_coding	hypothetical protein
MRA_0588	679020	679235	1	protein_coding	hypothetical protein
MRA_0589	679037	679885	-1	protein_coding	hypothetical protein
MRA_0590	679699	680385	-1	protein_coding	putative conserved lipoprotein LpqN
MRA_0591	680539	683172	1	protein_coding	putative conserved exported protein
MRA_0592	683195	685582	-1	protein_coding	putative conserved integral membrane protein
MRA_0593	685720	686442	1	protein_coding	GntR family transcriptional regulator
MRA_0594	686439	687236	1	protein_coding	conserved hypothetical integral membrane protein YrbE2a
MRA_0595	687238	688125	1	protein_coding	conserved hypothetical integral membrane protein YrbE2b
MRA_0596	688131	689345	1	protein_coding	MCE-family protein Mce2A
MRA_0597	689342	690169	1	protein_coding	MCE-family protein Mce2B
MRA_0598	690118	690372	1	protein_coding	MCE-family related protein
MRA_0599	690369	691814	1	protein_coding	MCE-family protein Mce2C
MRA_0600	691811	693337	1	protein_coding	MCE-family protein Mce2D
MRA_0601	693334	694542	1	protein_coding	MCE-family lipoprotein LprL
MRA_0602	694547	696097	1	protein_coding	MCE-family protein Mce2F
MRA_0603	696149	696541	-1	protein_coding	hypothetical protein
MRA_0604	696538	696795	-1	protein_coding	hypothetical protein
MRA_0605	696978	698213	-1	protein_coding	hypothetical protein
MRA_0606	698464	698877	-1	protein_coding	hypothetical protein
MRA_0607	698874	699110	-1	protein_coding	hypothetical protein
MRA_0608	699214	699720	-1	protein_coding	two component sensor kinase
MRA_0608A	699834	700304	-1	protein_coding	putative two component sensor kinase
MRA_0609	700348	701109	-1	protein_coding	putative two component DNA binding transcriptional regulatory protein TcrA
MRA_0610	701166	701477	1	protein_coding	putative exported protein
MRA_0611	701549	702499	1	protein_coding	putative conserved lipoprotein LpqO
MRA_0612	702716	703324	1	protein_coding	IS1536 resolvase
MRA_0613	703326	704069	1	protein_coding	truncated IS1536 transposase
MRA_0614	704123	704509	1	protein_coding	hypothetical protein
MRA_0615	704554	704799	1	protein_coding	hypothetical protein
MRA_0616	704796	705197	1	protein_coding	hypothetical protein
MRA_0617	705140	705367	1	protein_coding	hypothetical protein
MRA_0618	705650	706069	1	protein_coding	hypothetical protein
MRA_0619	706062	707219	-1	protein_coding	hypothetical protein
MRA_0620	707271	707654	-1	protein_coding	hypothetical protein
MRA_0621	707634	708239	1	protein_coding	hypothetical protein
MRA_0622	708258	710825	-1	protein_coding	hypothetical protein
MRA_0623	710666	711658	1	protein_coding	hypothetical protein
MRA_0624	711655	711897	1	protein_coding	putative integral membrane protein
MRA_0625	711894	712160	-1	protein_coding	hypothetical protein
MRA_0626	712316	712717	1	protein_coding	hypothetical protein
